,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,년도,경기타입
9,10,양현석,SK,0.267,88,223,191,51,4,0,6,25,2002,KBO 시범경기
10,11,최태원,SK,0.262,121,300,260,68,7,2,2,22,2002,KBO 시범경기
11,12,김민재,SK,0.258,131,548,488,126,21,3,12,50,2002,KBO 시범경기
12,13,김기태,SK,0.257,101,337,284,73,15,1,9,46,2002,KBO 시범경기
13,14,김동수,SK,0.243,95,299,251,61,10,2,11,32,2002,KBO 시범경기
14,15,송재익,SK,0.229,116,78,70,16,3,1,0,5,2002,KBO 시범경기
15,16,강성우,SK,0.216,62,100,88,19,2,0,0,8,2002,KBO 시범경기
16,17,양용모,SK,0.215,74,116,107,23,8,0,1,10,2002,KBO 시범경기
17,18,조경환,SK,0.214,93,310,280,60,15,3,13,33,2002,KBO 시범경기
18,19,정상호,SK,0.179,28,43,39,7,0,0,0,4,2002,KBO 시범경기
19,20,김동건,SK,0.167,10,6,6,1,0,0,0,0,2002,KBO 시범경기
20,21,강혁,SK,0.149,31,49,47,7,2,0,0,2,2002,KBO 시범경기
21,22,김강민,SK,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
22,22,박계원,SK,-,3,0,0,0,0,0,0,0,2002,KBO 시범경기
23,22,오승준,SK,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
24,22,윤형국,SK,-,11,1,0,0,0,0,0,0,2002,KBO 시범경기
25,22,이대수,SK,-,3,0,0,0,0,0,0,0,2002,KBO 시범경기
26,22,정대현,SK,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
27,22,조동화,SK,0.000,4,1,1,0,0,0,0,0,2002,KBO 시범경기
28,22,조웅천,SK,-,2,0,0,0,0,0,0,0,2002,KBO 시범경기
29,22,채병용,SK,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
0,1,박계원,SK,0.500,8,2,2,1,0,0,0,0,2002,KBO 와일드카드
1,2,양용모,SK,0.455,10,13,11,5,2,0,1,3,2002,KBO 와일드카드
2,3,김기태,SK,0.400,8,24,20,8,0,0,1,5,2002,KBO 와일드카드
3,4,조경환,SK,0.385,8,33,26,10,2,0,2,8,2002,KBO 와일드카드
4,5,김동수,SK,0.333,11,26,24,8,2,0,1,2,2002,KBO 와일드카드
5,6,김민재,SK,0.324,11,40,37,12,0,0,0,3,2002,KBO 와일드카드
6,7,이진영,SK,0.297,11,42,37,11,2,0,2,6,2002,KBO 와일드카드
7,8,페르난데스,SK,0.292,13,51,48,14,2,0,1,2,2002,KBO 와일드카드
8,9,조원우,SK,0.281,11,34,32,9,1,0,1,6,2002,KBO 와일드카드
9,10,안재만,SK,0.273,11,35,33,9,4,0,0,5,2002,KBO 와일드카드
10,11,송재익,SK,0.250,12,15,12,3,1,0,0,1,2002,KBO 와일드카드
11,11,양현석,SK,0.250,10,23,20,5,1,0,1,4,2002,KBO 와일드카드
12,13,이호준,SK,0.229,13,58,48,11,1,0,2,6,2002,KBO 와일드카드
13,14,최태원,SK,0.217,10,27,23,5,2,0,0,5,2002,KBO 와일드카드
14,15,윤형국,SK,0.200,12,10,10,2,0,0,0,0,2002,KBO 와일드카드
15,16,정상호,SK,0.158,13,23,19,3,1,0,1,2,2002,KBO 와일드카드
16,17,채종범,SK,0.152,13,35,33,5,0,0,0,1,2002,KBO 와일드카드
17,18,정경배,SK,0.125,11,17,16,2,0,0,0,0,2002,KBO 와일드카드
18,19,강성우,SK,0.000,10,2,2,0,0,0,0,0,2002,KBO 와일드카드
0,25,마정길,한화,-,6,0,0,0,0,0,0,0,2002,KBO 정규시즌
1,25,박정진,한화,-,3,0,0,0,0,0,0,0,2002,KBO 정규시즌
2,25,방진호,한화,-,2,0,0,0,0,0,0,0,2002,KBO 정규시즌
3,25,서창호,한화,-,14,0,0,0,0,0,0,0,2002,KBO 정규시즌
4,25,송진우,한화,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
5,25,이상목,한화,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
6,25,임주택,한화,0.000,6,6,6,0,0,0,0,0,2002,KBO 정규시즌
7,25,정성열,한화,0.000,9,9,9,0,0,0,0,0,2002,KBO 정규시즌
8,25,조규수,한화,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
9,25,지승민,한화,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
10,25,최영필,한화,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
11,25,파라,한화,-,4,0,0,0,0,0,0,0,2002,KBO 정규시즌
12,25,피코타,한화,-,3,0,0,0,0,0,0,0,2002,KBO 정규시즌
0,25,마정길,한화,-,6,0,0,0,0,0,0,0,2002,KBO 시범경기
1,25,박정진,한화,-,3,0,0,0,0,0,0,0,2002,KBO 시범경기
2,25,방진호,한화,-,2,0,0,0,0,0,0,0,2002,KBO 시범경기
3,25,서창호,한화,-,14,0,0,0,0,0,0,0,2002,KBO 시범경기
4,25,송진우,한화,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
5,25,이상목,한화,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
6,25,임주택,한화,0.000,6,6,6,0,0,0,0,0,2002,KBO 시범경기
7,25,정성열,한화,0.000,9,9,9,0,0,0,0,0,2002,KBO 시범경기
8,25,조규수,한화,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
9,25,지승민,한화,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
10,25,최영필,한화,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
11,25,파라,한화,-,4,0,0,0,0,0,0,0,2002,KBO 시범경기
12,25,피코타,한화,-,3,0,0,0,0,0,0,0,2002,KBO 시범경기
0,1,김종석,한화,0.367,11,37,30,11,2,0,2,6,2002,KBO 와일드카드
1,2,가르시아,한화,0.333,11,37,36,12,1,1,3,6,2002,KBO 와일드카드
2,2,데이비스,한화,0.333,10,35,33,11,5,0,1,8,2002,KBO 와일드카드
3,2,조효상,한화,0.333,6,3,3,1,0,0,0,0,2002,KBO 와일드카드
4,2,채상병,한화,0.333,4,3,3,1,0,0,0,0,2002,KBO 와일드카드
5,6,이영우,한화,0.324,11,42,37,12,5,0,2,5,2002,KBO 와일드카드
6,7,이도형,한화,0.316,11,38,38,12,2,0,3,8,2002,KBO 와일드카드
7,8,김수연,한화,0.308,11,29,26,8,1,1,0,3,2002,KBO 와일드카드
8,9,강석천,한화,0.286,8,14,14,4,1,0,0,2,2002,KBO 와일드카드
9,10,임수민,한화,0.250,10,25,24,6,0,0,1,2,2002,KBO 와일드카드
10,10,장종훈,한화,0.250,4,16,16,4,2,0,1,4,2002,KBO 와일드카드
11,10,황우구,한화,0.250,9,16,16,4,1,0,0,0,2002,KBO 와일드카드
12,13,김태균,한화,0.235,11,39,34,8,5,0,1,4,2002,KBO 와일드카드
13,14,송혁,한화,0.200,6,7,5,1,0,0,0,0,2002,KBO 와일드카드
14,15,이범호,한화,0.167,7,6,6,1,1,0,0,2,2002,KBO 와일드카드
15,16,송지만,한화,0.111,6,20,18,2,0,0,0,1,2002,KBO 와일드카드
16,17,백재호,한화,0.087,11,24,23,2,0,0,1,1,2002,KBO 와일드카드
17,18,마정길,한화,-,1,0,0,0,0,0,0,0,2002,KBO 와일드카드
18,18,임주택,한화,0.000,3,4,4,0,0,0,0,0,2002,KBO 와일드카드
19,18,정진원,한화,-,1,0,0,0,0,0,0,0,2002,KBO 와일드카드
20,18,조경택,한화,0.000,8,3,3,0,0,0,0,0,2002,KBO 와일드카드
21,18,허준,한화,0.000,10,10,9,0,0,0,0,0,2002,KBO 와일드카드
0,30,김장현,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
1,30,김제빈,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
2,30,김풍철,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
3,30,노승욱,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
4,30,문규현,롯데,0.000,1,1,1,0,0,0,0,0,2002,KBO 정규시즌
5,30,에르난데스,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 정규시즌
0,30,김장현,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
1,30,김제빈,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
2,30,김풍철,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
3,30,노승욱,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
4,30,문규현,롯데,0.000,1,1,1,0,0,0,0,0,2002,KBO 시범경기
5,30,에르난데스,롯데,-,1,0,0,0,0,0,0,0,2002,KBO 시범경기
0,1,이대호,롯데,0.359,11,40,39,14,3,0,1,4,2002,KBO 와일드카드
1,2,김응국,롯데,0.333,8,27,24,8,0,0,1,6,2002,KBO 와일드카드
2,2,박경진,롯데,0.333,8,6,6,2,1,0,0,0,2002,KBO 와일드카드
3,2,박상민,롯데,0.333,7,3,3,1,0,0,0,0,2002,KBO 와일드카드
4,5,조성환,롯데,0.313,11,20,16,5,1,0,1,3,2002,KBO 와일드카드
5,6,김대익,롯데,0.308,11,28,26,8,1,0,0,2,2002,KBO 와일드카드
6,7,최기문,롯데,0.304,8,25,23,7,1,0,0,4,2002,KBO 와일드카드
7,8,이계성,롯데,0.300,10,23,20,6,0,0,1,3,2002,KBO 와일드카드
8,9,박현승,롯데,0.294,11,36,34,10,0,0,0,1,2002,KBO 와일드카드
9,10,박정태,롯데,0.273,10,33,33,9,2,1,1,6,2002,KBO 와일드카드
10,11,허일상,롯데,0.250,5,5,4,1,0,0,0,0,2002,KBO 와일드카드
11,12,김정현,롯데,0.200,4,5,5,1,0,0,0,0,2002,KBO 와일드카드
12,13,베로아,롯데,0.154,8,32,26,4,1,0,0,1,2002,KBO 와일드카드
13,14,신명철,롯데,0.125,10,9,8,1,0,0,0,1,2002,KBO 와일드카드
14,15,허문회,롯데,0.111,7,9,9,1,0,0,0,0,2002,KBO 와일드카드
15,16,김주찬,롯데,0.107,9,30,28,3,0,0,0,0,2002,KBO 와일드카드
16,17,윤재국,롯데,0.080,13,27,25,2,0,0,0,0,2002,KBO 와일드카드
17,18,강상수,롯데,-,2,0,0,0,0,0,0,0,2002,KBO 와일드카드
18,18,박기혁,롯데,0.000,8,5,5,0,0,0,0,0,2002,KBO 와일드카드
19,18,이동욱,롯데,0.000,4,2,2,0,0,0,0,0,2002,KBO 와일드카드
20,18,이우민,롯데,-,2,0,0,0,0,0,0,0,2002,KBO 와일드카드
0,1,정성훈,현대,0.385,7,30,26,10,2,1,0,3,2003,KBO 정규시즌
1,2,이숭용,현대,0.346,7,30,26,9,0,0,1,4,2003,KBO 정규시즌
2,3,브룸바,현대,0.320,7,28,25,8,2,0,0,10,2003,KBO 정규시즌
3,4,전준호,현대,0.292,7,30,24,7,3,0,0,4,2003,KBO 정규시즌
4,5,박진만,현대,0.273,7,26,22,6,0,1,0,2,2003,KBO 정규시즌
5,6,박종호,현대,0.259,7,32,27,7,0,0,1,4,2003,KBO 정규시즌
6,7,김민우,현대,0.200,4,5,5,1,0,0,0,0,2003,KBO 정규시즌
7,8,김동수,현대,0.167,7,27,24,4,1,0,0,1,2003,KBO 정규시즌
8,9,심정수,현대,0.154,7,30,26,4,1,0,0,3,2003,KBO 정규시즌
9,10,이택근,현대,0.077,7,15,13,1,0,0,0,0,2003,KBO 정규시즌
10,11,전근표,현대,0.000,6,7,4,0,0,0,0,0,2003,KBO 정규시즌
11,11,정수성,현대,0.000,5,2,1,0,0,0,0,0,2003,KBO 정규시즌
12,11,채종국,현대,0.000,1,1,1,0,0,0,0,0,2003,KBO 정규시즌
0,1,정수성,현대,0.375,26,10,8,3,0,0,0,0,2003,KBO 시범경기
1,2,김민우,현대,0.368,15,22,19,7,1,0,0,2,2003,KBO 시범경기
2,3,정성훈,현대,0.343,91,379,338,116,17,0,13,51,2003,KBO 시범경기
3,4,심정수,현대,0.335,133,601,460,154,16,1,53,142,2003,KBO 시범경기
4,5,김동수,현대,0.308,117,441,367,113,15,1,16,68,2003,KBO 시범경기
5,6,브룸바,현대,0.303,70,297,264,80,18,1,14,51,2003,KBO 시범경기
6,7,이숭용,현대,0.294,133,573,511,150,25,0,18,76,2003,KBO 시범경기
7,8,박종호,현대,0.293,131,597,502,147,26,4,6,61,2003,KBO 시범경기
8,9,박진만,현대,0.283,129,515,421,119,26,0,16,48,2003,KBO 시범경기
9,10,이택근,현대,0.278,101,243,212,59,11,0,4,17,2003,KBO 시범경기
10,11,전준호,현대,0.269,129,533,442,119,16,6,3,38,2003,KBO 시범경기
11,12,강귀태,현대,0.256,66,132,117,30,6,0,3,12,2003,KBO 시범경기
12,12,전근표,현대,0.256,61,182,156,40,7,0,7,21,2003,KBO 시범경기
13,14,조재호,현대,0.244,97,151,135,33,6,0,2,13,2003,KBO 시범경기
14,15,채종국,현대,0.241,90,164,137,33,8,0,3,16,2003,KBO 시범경기
15,16,프랭클린,현대,0.221,38,167,136,30,4,0,10,28,2003,KBO 시범경기
16,17,김일경,현대,0.219,80,72,64,14,2,0,2,4,2003,KBO 시범경기
17,18,최익성,현대,0.191,33,59,47,9,2,1,1,5,2003,KBO 시범경기
18,19,서한규,현대,0.188,35,18,16,3,0,0,0,1,2003,KBO 시범경기
19,20,조승현,현대,0.158,8,19,19,3,0,0,1,1,2003,KBO 시범경기
20,21,강병식,현대,0.138,43,79,65,9,0,1,2,11,2003,KBO 시범경기
21,22,권준헌,현대,-,2,0,0,0,0,0,0,0,2003,KBO 시범경기
22,22,김성태,현대,-,3,0,0,0,0,0,0,0,2003,KBO 시범경기
23,22,마일영,현대,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
24,22,신철인,현대,-,2,0,0,0,0,0,0,0,2003,KBO 시범경기
25,22,이대환,현대,-,3,0,0,0,0,0,0,0,2003,KBO 시범경기
26,22,이상열,현대,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
27,22,조용준,현대,-,3,0,0,0,0,0,0,0,2003,KBO 시범경기
28,22,황두성,현대,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
0,1,프랭클린,현대,0.588,7,24,17,10,1,0,1,6,2003,KBO 와일드카드
1,2,전준호,현대,0.389,13,41,36,14,1,0,0,4,2003,KBO 와일드카드
2,3,이숭용,현대,0.357,8,30,28,10,2,0,2,11,2003,KBO 와일드카드
3,4,서성민,현대,0.333,2,3,3,1,1,0,0,0,2003,KBO 와일드카드
4,5,심정수,현대,0.310,13,52,42,13,0,0,3,10,2003,KBO 와일드카드
5,6,채종국,현대,0.294,11,17,17,5,2,0,0,1,2003,KBO 와일드카드
6,7,최익성,현대,0.286,10,18,14,4,2,0,0,1,2003,KBO 와일드카드
7,8,박종호,현대,0.279,13,48,43,12,5,0,0,0,2003,KBO 와일드카드
8,9,강병식,현대,0.267,13,34,30,8,2,0,0,5,2003,KBO 와일드카드
9,9,조재호,현대,0.267,11,15,15,4,0,0,0,2,2003,KBO 와일드카드
10,11,강귀태,현대,0.207,13,33,29,6,0,0,2,6,2003,KBO 와일드카드
11,12,김동수,현대,0.200,9,12,10,2,0,0,0,1,2003,KBO 와일드카드
12,13,전근표,현대,0.194,12,34,31,6,2,0,1,5,2003,KBO 와일드카드
13,14,이택근,현대,0.192,12,29,26,5,1,0,0,0,2003,KBO 와일드카드
14,15,김일경,현대,0.143,10,7,7,1,0,0,1,1,2003,KBO 와일드카드
15,16,서한규,현대,0.111,6,10,9,1,0,0,0,0,2003,KBO 와일드카드
16,17,정성훈,현대,0.068,13,48,44,3,1,0,0,3,2003,KBO 와일드카드
17,18,박진만,현대,0.043,9,25,23,1,0,0,0,1,2003,KBO 와일드카드
18,19,권준헌,현대,-,1,0,0,0,0,0,0,0,2003,KBO 와일드카드
19,19,김성태,현대,-,1,0,0,0,0,0,0,0,2003,KBO 와일드카드
20,19,김필중,현대,0.000,3,3,2,0,0,0,0,0,2003,KBO 와일드카드
21,19,신동민,현대,-,1,0,0,0,0,0,0,0,2003,KBO 와일드카드
22,19,신철인,현대,-,2,0,0,0,0,0,0,0,2003,KBO 와일드카드
23,19,지석훈,현대,0.000,3,1,1,0,0,0,0,0,2003,KBO 와일드카드
0,1,디아즈,SK,0.364,7,25,22,8,1,0,0,1,2003,KBO 정규시즌
1,2,이진영,SK,0.286,7,31,28,8,2,0,2,4,2003,KBO 정규시즌
2,3,김기태,SK,0.261,7,27,23,6,0,0,1,3,2003,KBO 정규시즌
3,4,양현석,SK,0.214,7,14,14,3,0,0,0,0,2003,KBO 정규시즌
4,5,안재만,SK,0.200,5,12,10,2,1,0,1,3,2003,KBO 정규시즌
5,5,채종범,SK,0.200,6,10,10,2,0,0,0,1,2003,KBO 정규시즌
6,7,이호준,SK,0.190,7,25,21,4,0,0,1,1,2003,KBO 정규시즌
7,8,김민재,SK,0.182,7,24,22,4,0,1,0,2,2003,KBO 정규시즌
8,9,정경배,SK,0.167,5,13,12,2,0,0,1,2,2003,KBO 정규시즌
9,10,조원우,SK,0.160,7,29,25,4,1,0,0,1,2003,KBO 정규시즌
10,11,박경완,SK,0.091,7,24,22,2,0,0,0,2,2003,KBO 정규시즌
11,12,강성우,SK,0.000,1,1,1,0,0,0,0,0,2003,KBO 정규시즌
12,12,강혁,SK,0.000,5,4,4,0,0,0,0,0,2003,KBO 정규시즌
13,12,송재익,SK,0.000,6,1,1,0,0,0,0,0,2003,KBO 정규시즌
14,12,조경환,SK,0.000,3,5,5,0,0,0,0,0,2003,KBO 정규시즌
0,1,김강민,SK,0.500,2,4,4,2,0,0,0,1,2003,KBO 시범경기
1,2,이진영,SK,0.328,128,562,481,158,29,6,17,70,2003,KBO 시범경기
2,3,강혁,SK,0.294,117,219,197,58,8,0,4,23,2003,KBO 시범경기
3,4,김기태,SK,0.292,93,265,236,69,7,0,3,18,2003,KBO 시범경기
4,5,이호준,SK,0.290,133,554,473,137,20,1,36,102,2003,KBO 시범경기
5,6,디아즈,SK,0.285,112,485,439,125,26,0,22,63,2003,KBO 시범경기
6,7,조경환,SK,0.285,121,441,376,107,20,1,23,68,2003,KBO 시범경기
7,8,조원우,SK,0.281,128,518,452,127,18,0,8,48,2003,KBO 시범경기
8,9,정경배,SK,0.272,119,425,372,101,16,0,12,51,2003,KBO 시범경기
9,10,강성우,SK,0.264,39,59,53,14,1,0,0,3,2003,KBO 시범경기
10,11,박경완,SK,0.250,122,428,336,84,16,2,15,60,2003,KBO 시범경기
11,11,윤형국,SK,0.250,4,5,4,1,0,0,0,1,2003,KBO 시범경기
12,13,안재만,SK,0.247,85,209,182,45,11,2,7,29,2003,KBO 시범경기
13,14,채종범,SK,0.242,94,247,223,54,10,0,3,15,2003,KBO 시범경기
14,15,양현석,SK,0.226,55,89,84,19,3,0,1,9,2003,KBO 시범경기
15,16,김민재,SK,0.211,129,452,369,78,16,1,4,36,2003,KBO 시범경기
16,17,정상호,SK,0.211,21,45,38,8,4,1,0,2,2003,KBO 시범경기
17,18,최태원,SK,0.208,33,28,24,5,2,0,0,3,2003,KBO 시범경기
18,19,송재익,SK,0.187,92,93,75,14,2,2,1,9,2003,KBO 시범경기
19,20,조중근,SK,0.100,11,21,20,2,0,0,0,0,2003,KBO 시범경기
20,21,김동건,SK,-,2,0,0,0,0,0,0,0,2003,KBO 시범경기
21,21,신승현,SK,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
22,21,김형철,SK,0.000,2,3,3,0,0,0,0,0,2003,KBO 시범경기
23,21,박두일,SK,0.000,1,1,1,0,0,0,0,0,2003,KBO 시범경기
24,21,송수근,SK,0.000,2,1,1,0,0,0,0,0,2003,KBO 시범경기
25,21,송은범,SK,0.000,1,1,1,0,0,0,0,0,2003,KBO 시범경기
26,21,윤길현,SK,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
27,21,이대수,SK,0.000,10,2,1,0,0,0,0,1,2003,KBO 시범경기
28,21,조웅천,SK,-,2,0,0,0,0,0,0,0,2003,KBO 시범경기
0,1,김재구,SK,0.667,3,3,3,2,0,0,0,0,2003,KBO 와일드카드
1,2,조경환,SK,0.475,12,47,40,19,4,0,2,7,2003,KBO 와일드카드
2,3,조원우,SK,0.364,13,38,33,12,1,0,1,3,2003,KBO 와일드카드
3,4,최경철,SK,0.333,2,3,3,1,0,0,0,0,2003,KBO 와일드카드
4,5,채종범,SK,0.310,11,42,42,13,3,0,0,5,2003,KBO 와일드카드
5,6,디아즈,SK,0.300,12,43,40,12,4,0,2,3,2003,KBO 와일드카드
6,6,양현석,SK,0.300,11,11,10,3,1,0,0,0,2003,KBO 와일드카드
7,8,강혁,SK,0.263,13,39,38,10,2,0,2,9,2003,KBO 와일드카드
8,9,안재만,SK,0.257,12,35,35,9,2,0,1,6,2003,KBO 와일드카드
9,10,정경배,SK,0.235,10,22,17,4,1,0,1,5,2003,KBO 와일드카드
10,11,이호준,SK,0.222,9,31,27,6,1,0,0,2,2003,KBO 와일드카드
11,12,김민재,SK,0.214,13,35,28,6,1,0,1,7,2003,KBO 와일드카드
12,13,박경완,SK,0.200,9,27,25,5,1,0,0,1,2003,KBO 와일드카드
13,13,최태원,SK,0.200,11,6,5,1,0,0,0,0,2003,KBO 와일드카드
14,15,이진영,SK,0.171,13,43,41,7,1,0,1,4,2003,KBO 와일드카드
15,16,정상호,SK,0.150,12,22,20,3,0,0,0,1,2003,KBO 와일드카드
16,17,송재익,SK,0.143,13,8,7,1,0,0,0,0,2003,KBO 와일드카드
17,18,김기태,SK,0.136,9,23,22,3,0,0,0,3,2003,KBO 와일드카드
18,19,김강민,SK,-,3,0,0,0,0,0,0,0,2003,KBO 와일드카드
19,19,송은범,SK,-,2,0,0,0,0,0,0,0,2003,KBO 와일드카드
20,19,조웅천,SK,-,1,0,0,0,0,0,0,0,2003,KBO 와일드카드
21,19,채병용,SK,-,1,0,0,0,0,0,0,0,2003,KBO 와일드카드
0,1,김기태,SK,1.000,2,5,3,3,0,0,0,0,2003,KBO 플레이오프
1,2,김민재,SK,0.500,2,8,6,3,1,0,1,2,2003,KBO 플레이오프
2,3,이호준,SK,0.429,2,9,7,3,0,0,0,1,2003,KBO 플레이오프
3,4,박경완,SK,0.375,2,9,8,3,1,0,1,3,2003,KBO 플레이오프
4,5,안재만,SK,0.333,1,3,3,1,0,0,0,0,2003,KBO 플레이오프
5,5,조경환,SK,0.333,2,6,6,2,1,0,0,1,2003,KBO 플레이오프
6,7,디아즈,SK,0.222,2,9,9,2,0,0,0,1,2003,KBO 플레이오프
7,7,이진영,SK,0.222,2,10,9,2,0,0,0,0,2003,KBO 플레이오프
8,7,조원우,SK,0.222,2,10,9,2,1,0,0,0,2003,KBO 플레이오프
9,10,정경배,SK,0.143,2,8,7,1,0,0,0,0,2003,KBO 플레이오프
10,11,강혁,SK,-,2,1,0,0,0,0,0,0,2003,KBO 플레이오프
11,11,송재익,SK,-,2,0,0,0,0,0,0,0,2003,KBO 플레이오프
12,11,양현석,SK,0.000,1,1,1,0,0,0,0,0,2003,KBO 플레이오프
13,11,채종범,SK,0.000,2,1,1,0,0,0,0,0,2003,KBO 플레이오프
0,1,이진영,SK,0.800,3,13,10,8,2,0,1,2,2003,KBO 한국시리즈
1,2,정경배,SK,0.667,1,4,3,2,0,0,0,1,2003,KBO 한국시리즈
2,3,양현석,SK,0.500,2,4,4,2,0,0,0,2,2003,KBO 한국시리즈
3,4,조원우,SK,0.385,3,13,13,5,2,0,1,3,2003,KBO 한국시리즈
4,5,김기태,SK,0.375,3,11,8,3,0,0,0,1,2003,KBO 한국시리즈
5,6,안재만,SK,0.286,2,8,7,2,0,0,1,2,2003,KBO 한국시리즈
6,7,김민재,SK,0.273,3,12,11,3,0,0,0,0,2003,KBO 한국시리즈
7,8,조경환,SK,0.250,2,4,4,1,0,0,0,0,2003,KBO 한국시리즈
8,8,채종범,SK,0.250,3,4,4,1,1,0,0,0,2003,KBO 한국시리즈
9,10,박경완,SK,0.182,3,13,11,2,0,0,1,3,2003,KBO 한국시리즈
10,11,이호준,SK,0.167,3,13,12,2,0,0,0,1,2003,KBO 한국시리즈
11,12,강혁,SK,0.000,1,1,1,0,0,0,0,0,2003,KBO 한국시리즈
12,12,디아즈,SK,0.000,3,12,10,0,0,0,0,0,2003,KBO 한국시리즈
13,12,송재익,SK,0.000,3,1,1,0,0,0,0,0,2003,KBO 한국시리즈
0,25,유동훈,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 정규시즌
1,25,이강철,KIA,-,2,0,0,0,0,0,0,0,2003,KBO 정규시즌
2,25,임준혁,KIA,0.000,5,5,5,0,0,0,0,0,2003,KBO 정규시즌
3,25,정원,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 정규시즌
4,25,존슨,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 정규시즌
5,25,진필중,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 정규시즌
6,25,차일목,KIA,0.000,6,4,4,0,0,0,0,0,2003,KBO 정규시즌
0,25,유동훈,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
1,25,이강철,KIA,-,2,0,0,0,0,0,0,0,2003,KBO 시범경기
2,25,임준혁,KIA,0.000,5,5,5,0,0,0,0,0,2003,KBO 시범경기
3,25,정원,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
4,25,존슨,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
5,25,진필중,KIA,-,1,0,0,0,0,0,0,0,2003,KBO 시범경기
6,25,차일목,KIA,0.000,6,4,4,0,0,0,0,0,2003,KBO 시범경기
0,1,이종범,KIA,0.400,10,34,30,12,3,0,3,8,2003,KBO 와일드카드
1,2,김지훈,KIA,0.333,5,3,3,1,0,0,0,0,2003,KBO 와일드카드
2,2,박재홍,KIA,0.333,12,50,42,14,3,0,0,3,2003,KBO 와일드카드
3,4,김종국,KIA,0.327,13,55,49,16,2,0,2,6,2003,KBO 와일드카드
4,5,김민철,KIA,0.316,10,19,19,6,1,0,1,3,2003,KBO 와일드카드
5,6,장성호,KIA,0.306,13,57,49,15,7,0,0,6,2003,KBO 와일드카드
6,7,서동욱,KIA,0.300,9,20,20,6,1,1,0,4,2003,KBO 와일드카드
7,8,김상훈,KIA,0.296,13,28,27,8,1,1,0,3,2003,KBO 와일드카드
8,9,정현택,KIA,0.250,11,25,24,6,0,0,0,1,2003,KBO 와일드카드
9,9,차일목,KIA,0.250,12,13,12,3,0,0,1,2,2003,KBO 와일드카드
10,11,김경언,KIA,0.238,13,49,42,10,4,0,0,0,2003,KBO 와일드카드
11,12,김인철,KIA,0.235,11,18,17,4,0,0,0,1,2003,KBO 와일드카드
12,12,홍세완,KIA,0.235,13,36,34,8,2,0,0,2,2003,KBO 와일드카드
13,14,이재주,KIA,0.222,8,10,9,2,0,0,1,3,2003,KBO 와일드카드
14,14,이현곤,KIA,0.222,13,37,36,8,2,0,0,2,2003,KBO 와일드카드
15,16,신동주,KIA,0.211,13,40,38,8,2,0,1,4,2003,KBO 와일드카드
16,17,김주호,KIA,-,1,1,0,0,0,0,0,0,2003,KBO 와일드카드
17,17,엄정대,KIA,0.000,2,3,3,0,0,0,0,0,2003,KBO 와일드카드
18,17,진필중,KIA,0.000,1,1,1,0,0,0,0,0,2003,KBO 와일드카드
0,1,황윤성,KIA,1.000,2,2,1,1,0,0,0,0,2003,KBO 한국시리즈
1,2,김경언,KIA,0.600,2,5,5,3,0,0,0,1,2003,KBO 한국시리즈
2,3,이재주,KIA,0.300,3,10,10,3,1,0,1,3,2003,KBO 한국시리즈
3,4,장성호,KIA,0.273,3,12,11,3,0,0,0,0,2003,KBO 한국시리즈
4,5,신동주,KIA,0.200,3,6,5,1,0,0,0,0,2003,KBO 한국시리즈
